Title,Jurisdictions,Document type,Document file
Grupa Ożarów S.A. v Commission of the European Communities,European Union>General Court (known as Court of First Instance before 2010),nan,nan
Gόrażdże Cement S.A. v. Commission of the European Communities,European Union>General Court (known as Court of First Instance before 2010),nan,nan
"Iberdrola S.A. and Others, Judgement of the Court of 17 of Oct. 2013",European Union>European Court of Justice,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2013/20131017_2013-Case-C-56611_judgment-1.pdf
Lafarge Cement S.A. v Commission of the European Communities,European Union>General Court (known as Court of First Instance before 2010),nan,nan
Opinion of Advocate General Sharpston (On request for preliminary ruling from Gerechtshof ’s-Hertogenbosch (Netherlands)),European Union>General Court (known as Court of First Instance before 2010),opinion,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2014/20140522_2014-Case-C-42612_opinion.pdf
United Kingdom v. Commission of the European Communities,European Union>General Court (known as Court of First Instance before 2010),judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2005/20051123_2005-Case-T-17805_judgment.pdf
Republic of Estonia v. Commission of the European Communities,European Union>General Court (known as Court of First Instance before 2010),judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2009/20090923_Case-T-26307_judgment.pdf
Republic of Poland v. Commission of the European Communities [Court of 1st Instance 2009],European Union>General Court (known as Court of First Instance before 2010),judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2013/20130307_2009-Case-T-18307_judgment-1.pdf
Republic of Poland v. European Commission [ECJ 2013],European Union>European Court of Justice,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2013/20130307_2013-Case-T-37011_judgment-1.pdf
"ŠKO-ENERGO, s.r.o. v. Czech Appellate Financial Directorate",European Union>European Court of Justice,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2015/20150226_2015-C-4314_judgment.pdf
Société Arcelor Atlantique et Lorraine v. Premier Minister,European Union>European Court of Justice,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2008/20081216_2008-Case-C-12707-Grand-Chamber_judgment-1.pdf
U.S. Steel Košice v. Commission of the European Communities (I and II),European Union>General Court (known as Court of First Instance before 2010),nan,nan
City of Lyon v. French Deposits and Consignments Fund,European Union>European Court of Justice,nan,nan
"Re Société Arcelor Atlantique, Lorraine and Others: Decision No. 287110 of Feb. 8, 2007",France>Council of State,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2007/20070208_N°-287110_decision-1.pdf
"Re Emission Quotas: Decision No. 2010-622 DC of Dec. 28, 2010",France>Constitutional Council,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2010/20101228_N°-2010-622-DC_decision.pdf
"Re French Carbon Tax: Decision No. 2009-599 DC of Dec. 29, 2009",France>Constitutional Council,nan,nan
(B.U.N.D.) e.V. v. Minister for Commerce and Labor on behalf of Federal Republic of Germany,Germany>Berlin>Administrative Court,order,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2006/20060203_2006-VG-10-A-215.04_order-1.pdf
Miersch/Maxeiner v. Germany,Germany>Halle>Administrative Court,press release,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2015/20151118_1-A-30413-HAL_press-release.pdf
Miersch/Maxeiner v. Germany,Germany>Halle>Administrative Court,order,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20170126_1-A-30413-HAL_order.pdf
Pulp Mills on the River Uruguay (Argentina v. Uruguay),International Courts &amp; Tribunals>International Court of Justice,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2010/20100420_2774_judgment.pdf
An Taisce v. Irish Planning Board,Ireland>High Court of Ireland,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2015/20151009_2015-IEHC-633_judgment.pdf
Environmental Defence Society v. Auckland Regional Council and Contact Energy Ltd.,New Zealand>Environment Court,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2002/20020521_2002-11-NZRMA-492_judgment-1.pdf
Genesis Power Ltd. and the Energy Efficiency and Conservation Authority v. Franklin District Council,New Zealand>Environment Court,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2005/20050907_2005-NRRMA-541_judgment-1.pdf
Greenpeace New Zealand Inc. v. Genesis Power Ltd.,New Zealand>Supreme Court of New Zealand,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2008/20081219_2782_decision.pdf
Greenpeace New Zealand v. Northland Regional Council,New Zealand>High Court of New Zealand,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2006/20061012_2007-NZRMA-87_judgment.pdf
Imported Motor Vehicle Industry Association Incorporated v. Minister of Transport,New Zealand>High Court of New Zealand,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2001/20011201_2011-NZHC-1702_decision.pdf
In re: AD (Tuvalu),New Zealand>Immigration and Protection Tribunal,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2014/20140604_2014-Cases-501370-371_decision-1.pdf
"Ioane Teitiota v. The Chief Executive of the Ministry of Business, Innovation and Employment",New Zealand>Supreme Court of New Zealand,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2015/20150720_2015-NZSC-107_judgment.pdf
Maniototo Environmental Society Inc. v. Central Otago District Council; Meridian Energy Ltd. v. Central Otago District Council and Others,New Zealand>Environment Court|New Zealand>High Court of New Zealand,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2010/20100816_2009-NZEnvC-293-NZHC-CIV-2009-412-000980_judgment-1.pdf
Maniototo Environmental Society Inc. v. Central Otago District Council; Meridian Energy Ltd. v. Central Otago District Council and Others,New Zealand>Environment Court|New Zealand>High Court of New Zealand,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2009/20091106_2009-NZEnvC-293-NZHC-CIV-2009-412-000980_decision-1.pdf
Meridian Energy Ltd. v. Wellington City Council,New Zealand>Environment Court,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2007/20070514_2007-W03107-NZEnvC-128_decision.pdf
Motorimu Wind Farm Ltd. v. Palmerston North Council,New Zealand>Environment Court,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2008/20080926_2009-NZEnvC-33_decision-1.pdf
New Zealand Climate Science Education Trust v. National Institute of Water and Atmospheric Research Ltd.,New Zealand>High Court of New Zealand|New Zealand>Court of Appeal,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2012/20120907_2012-NZHC-2297-2013-NZCA-555_decision.pdf
New Zealand Climate Science Education Trust v. National Institute of Water and Atmospheric Research Ltd.,New Zealand>High Court of New Zealand|New Zealand>Court of Appeal,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2013/20131111_2012-NZHC-2297-2013-NZCA-555_judgment.pdf
Outstanding Landscape Protection Society Inc. v Hastings District Council,New Zealand>Environment Court,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2007/20070413_2007-NZEnvC-87_decision.pdf
Royal Forest and Bird Protection Society of New Zealand Incorporated v. Buller Coal Ltd.,New Zealand>High Court of New Zealand,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2012/20120824_2012-NZHC-2156_decision-1.pdf
Thomson v. Minister for Climate Change Issues,New Zealand>High Court of New Zealand,complaint,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2015/20151110_2017-NZHC-733_complaint-1.pdf
Thomson v. Minister for Climate Change Issues,New Zealand>High Court of New Zealand,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20171102_2017-NZHC-733_decision-1.pdf
Unison Networks Ltd. v. Hastings District Council,New Zealand>High Court of New Zealand,nan,nan
West Coast ENT Inc. v. Buller Coal Ltd.,New Zealand>Supreme Court of New Zealand,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2013/20130919_2013-NZSC-87_decision-1.pdf
Gbemre v. Shell Petroleum Development Company of Nigeria Ltd. and Others,Nigeria>Federal Court of Nigeria,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2005/20051130_FHCBCS5305_judgment.pdf
Non-compliance Procedure of Greece Under The Kyoto Protocol,United Nations>United Nations Framework Convention on Climate Change,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2008/20080417_2007-CC-2007-1GreeceEB_decision-1.pdf
Ali v. Federation of Pakistan,Pakistan>Punjab>Lahore High Court,petition,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2016/20160401_Constitutional-Petition-No.-___-I-of-2016_petition.pdf
Leghari v. Federation of Pakistan,Pakistan>Punjab>Lahore High Court,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2015/20150404_2015-W.P.-No.-25501201_decision.pdf
Leghari v. Federation of Pakistan,Pakistan>Punjab>Lahore High Court,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2015/20150414_2015-W.P.-No.-25501201_decision.pdf
Leghari v. Federation of Pakistan,Pakistan>Punjab>Lahore High Court,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180125_2015-W.P.-No.-25501201_judgment.pdf
In re Greenpeace Southeast Asia and Others,Philippines>Commission on Human Rights,petition,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2015/20150512_Case-No.-CHR-NI-2016-0001_petition.pdf
In re Greenpeace Southeast Asia and Others,Philippines>Commission on Human Rights,reply,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2016/20161010_Case-No.-CHR-NI-2016-0001_reply.pdf
In re Greenpeace Southeast Asia and Others,Philippines>Commission on Human Rights,reply,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2016/20161004_Case-No.-CHR-NI-2016-0001_reply.pdf
In re Greenpeace Southeast Asia and Others,Philippines>Commission on Human Rights,reply,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2016/20160912_Case-No.-CHR-NI-2016-0001_reply.pdf
In re Greenpeace Southeast Asia and Others,Philippines>Commission on Human Rights,reply,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2016/20161010_Case-No.-CHR-NI-2016-0001_reply-1.pdf
In re Greenpeace Southeast Asia and Others,Philippines>Commission on Human Rights,reply,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2016/20161010_Case-No.-CHR-NI-2016-0001_reply-2.pdf
In re Greenpeace Southeast Asia and Others,Philippines>Commission on Human Rights,reply,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2016/20161010_Case-No.-CHR-NI-2016-0001_reply-3.pdf
In re Greenpeace Southeast Asia and Others,Philippines>Commission on Human Rights,reply,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2016/20161010_Case-No.-CHR-NI-2016-0001_reply-4.pdf
In re Greenpeace Southeast Asia and Others,Philippines>Commission on Human Rights,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2016/20161216_Case-No.-CHR-NI-2016-0001_na.pdf
In re Greenpeace Southeast Asia and Others,Philippines>Commission on Human Rights,press release,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20171212_Case-No.-CHR-NI-2016-0001_press-release.pdf
In re Greenpeace Southeast Asia and Others,Philippines>Commission on Human Rights,press release,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180328_Case-No.-CHR-NI-2016-0001_press-release.pdf
In re Greenpeace Southeast Asia and Others,Philippines>Commission on Human Rights,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20190919_Case-No.-CHR-NI-2016-0001_na-4.pdf
In re Greenpeace Southeast Asia and Others,Philippines>Commission on Human Rights,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20190919_Case-No.-CHR-NI-2016-0001_na-5.pdf
In re Greenpeace Southeast Asia and Others,Philippines>Commission on Human Rights,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20190919_Case-No.-CHR-NI-2016-0001_na-6.pdf
In re Greenpeace Southeast Asia and Others,Philippines>Commission on Human Rights,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20190919_Case-No.-CHR-NI-2016-0001_na-7.pdf
In re Greenpeace Southeast Asia and Others,Philippines>Commission on Human Rights,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20190919_Case-No.-CHR-NI-2016-0001_na.pdf
